date_time,load
2025-03-07 10:15:00,18263.3356770833
2025-03-07 10:30:00,18314.3147135417
2025-03-07 10:45:00,18383.9079427083
2025-03-07 11:00:00,18129.7934895833
2025-03-07 11:15:00,18201.6848958333
2025-03-07 11:30:00,18059.6033854167
2025-03-07 11:45:00,18061.8930989583
2025-03-07 12:00:00,17763.3907552083
2025-03-07 12:15:00,18094.7092447917
2025-03-07 12:30:00,17948.9475260417
2025-03-07 12:45:00,17916.358203125
2025-03-07 13:00:00,17695.650390625
2025-03-07 13:15:00,17194.0731770833
2025-03-07 13:30:00,17146.90703125
2025-03-07 13:45:00,16805.0149739583
2025-03-07 14:00:00,16461.0914713542
2025-03-07 14:15:00,16786.8615885417
2025-03-07 14:30:00,17014.3674479167
2025-03-07 14:45:00,17124.6970052083
2025-03-07 15:00:00,17204.3186197917
2025-03-07 15:15:00,17429.0505208333
2025-03-07 15:30:00,17475.724609375
2025-03-07 15:45:00,17302.0559895833
2025-03-07 16:00:00,16980.4927083333
2025-03-07 16:15:00,16824.5309895833
2025-03-07 16:30:00,16483.4427734375
2025-03-07 16:45:00,16143.65859375
2025-03-07 17:00:00,15641.387109375
2025-03-07 17:15:00,15355.5671223958
2025-03-07 17:30:00,15050.0157552083
2025-03-07 17:45:00,14846.0227864583
2025-03-07 18:00:00,12816.0000651042
2025-03-07 18:15:00,12192.6089192708
2025-03-07 18:30:00,12259.3547526042
2025-03-07 18:45:00,12521.7867838542
2025-03-07 19:00:00,12408.3802734375
2025-03-07 19:15:00,12294.3722005208
2025-03-07 19:30:00,12172.870703125
2025-03-07 19:45:00,12212.3472005208
2025-03-07 20:00:00,12072.8759114583
2025-03-07 20:15:00,11993.6560546875
2025-03-07 20:30:00,11853.579296875
2025-03-07 20:45:00,11678.5647786458
2025-03-07 21:00:00,12171.9671223958
2025-03-07 21:15:00,12520.6125
2025-03-07 21:30:00,12382.3690755208
2025-03-07 21:45:00,12164.0125
2025-03-07 22:00:00,12739.3161458333
2025-03-07 22:15:00,13132.4786458333
2025-03-07 22:30:00,12958.0609375
2025-03-07 22:45:00,12726.2638671875
